@relation exp_4th_06

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.46412, 96.1424, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.45778, 91.6861, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.45842, 87.6737, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.4505, 84.608, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.45619, 80.8881, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.45, 78.6168, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.44783, 75.6565, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.44542, 72.8767, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.44, 71.0748, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.44962, 68.9488, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.4463, 67.1252, 29.5414
0.26, -0.45, 0.89, 12.34, -27.66, -22.22, 1.03063, 37.5643, 1.45179, 66.95, 27.1268
0.52, -0.17, 0.74, -22.53, -8.65, -41.5, 0.920272, 48.007, 1.45103, 67.1476, 42.2686
0.49, -0.41, 0.83, -4.15, 5.2, -64.6, 1.04743, 64.9417, 1.46033, 67.3743, 33.9013
0.4, -0.13, 0.67, -45.3, 72.59, -35.91, 0.791075, 92.7951, 1.45267, 70.4803, 47.9329
0.14, -0.52, 1.01, -13.64, 36.77, -5.18, 1.1446, 39.559, 1.45167, 69.034, 89.427
0.23, -0.38, 0.77, 29.54, 26.37, -34.62, 0.888932, 52.5978, 1.45067, 68.2883, 39.6461
0.19, -0.39, 0.96, 26.68, 11.91, -19.75, 1.05347, 35.2666, 1.44733, 65.6073, 16.2602
0.33, -0.21, 0.82, 30.26, -17.97, -28.65, 0.908515, 45.3807, 1.44233, 63.3053, 34.9152
0.4, -0.24, 0.83, -5.58, 29.88, -18.18, 0.952103, 35.4184, 1.44067, 59.7283, 33.9013
0.37, -0.31, 0.88, -2.29, 24.8, -33.91, 1.00369, 42.0734, 1.44, 57.4817, 28.3576
0.39, -0.34, 0.97, -17.15, 33.94, -29.85, 1.09936, 48.3432, 1.46267, 52.406, 14.0699
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.44933, 48.5867, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.45367, 46.3447, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.451, 42.963, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.45467, 42.5533, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.46, 42.4547, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.45267, 41.7257, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.45033, 41.4267, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.447, 41.3397, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.45333, 40.7697, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.45233, 41.2693, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.45, 41.1053, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.453, 40.5247, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.44433, 41.236, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.45667, 40.732, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.45533, 41.038, 29.5414
0.26, -0.35, 1.02, 56.39, 45.69, -44.78, 1.10928, 85.2799, 1.46333, 45.6353, 88.854
0.23, -0.08, 1.14, 76.35, 35.87, -71.98, 1.16572, 110.892, 1.468, 50.8477, 81.9522
0.09, 0.25, 1.14, 52.81, 33.09, -45.75, 1.17056, 77.3105, 1.461, 54.7093, 81.9522
0.39, 0.13, 0.88, 27.41, 32.97, -52.65, 0.971288, 67.8996, 1.46233, 57.82, 28.3576
0.23, 0.07, 0.31, -34, 70.3, -79.99, 0.392301, 111.788, 1.42933, 61.889, 71.9408
-0.06, 0, 1.38, -20.58, 60.36, -68.64, 1.3813, 93.6927, 1.42967, 64.4523, 67.6663
0.01, -0.15, 1.01, 84.34, -72.79, -44.38, 1.02113, 119.922, 1.411, 68.7043, 89.427
0.47, -0.07, 0.96, -36.9, -160.13, -20.87, 1.07117, 165.647, 1.421, 70.841, 16.2602
0.42, 0.1, 0.88, -90.93, -132.87, -16.37, 0.980204, 161.835, 1.412, 76.9937, 28.3576
0.83, -0.17, 1.13, -40.76, 16.02, -96.66, 1.41234, 106.119, 1.437, 79.0907, 82.5304
0.03, -0.53, 0.68, -34.03, 144.9, -8.69, 0.86267, 149.096, 1.427, 83.4, 47.1564
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.42233, 81.7223, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.42567, 81.1943, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.425, 79.975, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.415, 78.2427, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.42033, 78.144, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.413, 77.415, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.41067, 77.116, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.40733, 77.029, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.41367, 76.459, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.41267, 76.9587, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.41033, 76.7947, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.41333, 76.214, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.40467, 76.9253, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.417, 76.4213, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.41567, 76.7273, 29.5414
-0.24, -0.18, 0.81, 2.71, 58.97, 8.07, 0.863771, 59.5813, 1.41033, 78.7543, 35.9041
-0.09, -0.36, 1.02, 58.49, -52.19, -30.55, 1.0854, 84.1319, 1.41567, 82.5343, 88.854
0.22, -0.35, 0.77, 57.46, -78.26, 0.47, 0.873957, 97.0902, 1.404, 86.5473, 39.6461
0.25, -0.1, 0.9, 5.36, 0.68, 11.72, 0.939415, 12.9054, 1.40033, 86.4823, 25.8419
0.14, -0.07, 1.16, -24.87, 17.49, 9.01, 1.17051, 31.7112, 1.39167, 83.2993, 80.7931
-0.1, -0.14, 0.81, -41.08, 14.89, 43.3, 0.82807, 61.5156, 1.37833, 80.4683, 35.9041
-0.04, -0.28, 0.97, -53.41, -41.02, 43.5, 1.0104, 80.1718, 1.372, 80.6777, 14.0699
0.31, -0.36, 1.22, 36.09, -90.78, 24.4, 1.30924, 100.692, 1.38833, 81.9523, 77.291
0.61, -0.24, 0.66, 7.43, -75.5, 12.81, 0.930215, 76.9386, 1.41833, 79.0007, 48.7001
0.53, -0.34, 0.91, -6.58, -7.57, 43.56, 1.10662, 44.6998, 1.42967, 75.9383, 24.4946
0.27, -0.16, 0.99, 3.87, -20.03, 31.98, 1.03856, 37.9328, 1.438, 71.084, 8.10961
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.42867, 64.7057, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.43433, 57.96, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.41467, 53.6593, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.42, 48.371, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.42533, 48.2723, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.418, 47.5433, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.41567, 47.2443, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.41233, 47.1573, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.41867, 46.5873, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.41767, 47.087, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.41533, 46.923, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.41833, 46.3423, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.40967, 47.0537, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.422, 46.5497, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.42067, 46.8557, 29.5414
0.33, -0.28, 0.81, 0.3, -23.23, 49.88, 0.918368, 55.0249, 1.42167, 49.0047, 35.9041
0.45, -0.26, 0.88, 5.45, -58.73, 28.88, 1.02201, 65.6732, 1.431, 51.179, 28.3576
0.51, -0.25, 0.81, -13.74, -59.2, 28.4, 0.989293, 67.0819, 1.427, 54.0303, 35.9041
0.63, -0.33, 0.71, 1.94, -19.43, 20.91, 1.00494, 28.6097, 1.43733, 54.7827, 44.7651
0.47, -0.23, 0.78, -34.3, 18.89, 8.37, 0.939255, 40.0422, 1.44567, 54.5097, 38.7394
0.5, -0.33, 0.91, -13.78, -43.41, -22.49, 1.0895, 50.7948, 1.45467, 52.458, 24.4946
0.46, -0.35, 0.96, 4.51, 6.45, -0.09, 1.12058, 7.87088, 1.469, 48.2867, 16.2602
0.26, -0.22, 0.68, -1.27, 28.59, 34.48, 0.760526, 44.8093, 1.466, 49.8393, 47.1564
0.38, -0.32, 0.89, 26.49, -3.06, 38.92, 1.01926, 47.1789, 1.47333, 50.4093, 27.1268
0.27, -0.23, 0.89, -18.35, -30.3, 47.51, 0.958071, 59.2622, 1.48467, 50.3057, 27.1268
0.62, -0.44, 0.85, 54.76, -36.73, 7.99, 1.14039, 66.4198, 1.50533, 49.024, 31.7883
0.38, -0.29, 0.62, -22.29, 25.87, 41.74, 0.782879, 53.9289, 1.48533, 46.9783, 51.6839
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.47567, 44.672, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.46867, 44.0083, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.47267, 42.9597, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.47867, 43.0403, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.47233, 42.5667, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.466, 42.2837, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.46833, 41.833, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.46567, 41.9253, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.473, 41.6107, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.468, 42.1263, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.47133, 41.5987, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.46533, 41.6803, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.465, 41.5773, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.47467, 41.753, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.47367, 42.112, 29.5414
0.12, -0.17, 1.1, -59.51, 20.81, 70.34, 1.11951, 94.4575, 1.47633, 46.2063, 84.2608
0.59, -0.45, 1.09, 13.92, -82.26, 15.53, 1.3186, 84.8626, 1.491, 49.4033, 84.8364
0.63, -0.39, 0.73, 45.2, 5.01, -1.88, 1.04014, 45.5157, 1.504, 50.4827, 43.1136
0.22, -0.12, 0.54, 9.42, 50.79, 63.62, 0.595315, 81.9504, 1.486, 52.1633, 57.3164
0.58, -0.22, 0.96, 32.01, -28.64, 60.44, 1.14298, 74.1477, 1.49167, 53.0977, 16.2602
0.49, -0.38, 0.73, 46.37, 45.85, 57.56, 0.95781, 86.9802, 1.49267, 54.7123, 43.1136
0.28, -0.37, 0.87, -1.48, 58.68, 51.85, 0.986002, 78.3196, 1.48767, 57.0367, 29.5414
0.21, -0.24, 0.73, 14.4, -46.22, 28.47, 0.796618, 56.1622, 1.47767, 57.9543, 43.1136
0.42, -0.28, 0.93, 10.77, -63.73, -6.07, 1.05816, 64.918, 1.474, 57.984, 21.5652
0.47, -0.24, 0.77, 4.36, -30, -0.03, 0.933488, 30.3152, 1.46433, 58.762, 39.6461
0.45, -0.27, 0.94, -10.22, 4.37, -3.43, 1.07657, 11.6323, 1.481, 57.218, 19.9484
0.25, -0.4, 0.35, 1.16, 25.27, -2.86, 0.587367, 25.4578, 1.46133, 55.912, 69.5127
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.45567, 53.5917, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.44433, 51.5357, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.45267, 49.353, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.45867, 49.4337, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.45233, 48.96, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.446, 48.677, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.44833, 48.2263, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.44567, 48.3187, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.453, 48.004, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.448, 48.5197, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.45133, 47.992, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.44533, 48.0737, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.445, 47.9707, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.45467, 48.1463, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.45367, 48.5053, 29.5414
0.43, -0.26, 0.81, -28.15, -2.75, -11.45, 0.953205, 30.5137, 1.46, 48.9893, 35.9041
0.57, -0.34, 0.98, -23.87, -3.15, -21.98, 1.1836, 32.6009, 1.46667, 50.096, 11.4783
0.53, -0.36, 0.88, -9.38, 1.61, -36.84, 1.08853, 38.0495, 1.48033, 51.0333, 28.3576
0.39, -0.27, 0.79, 5.36, 30.01, -15.85, 0.921466, 34.3592, 1.48233, 47.7187, 37.8145
0.35, -0.21, 0.73, 19.68, 18.75, 20.65, 0.836361, 34.1363, 1.45433, 45.9643, 43.1136
0.51, -0.26, 0.89, 32.59, 9.81, 15.29, 1.05821, 37.3112, 1.45133, 46.151, 27.1268
0.09, -0.13, 0.85, -13.01, 60.13, 64.83, 0.864581, 89.3745, 1.45767, 46.6223, 31.7883
0.45, -0.32, 0.99, 43.4, -86.77, 41.07, 1.13358, 105.353, 1.45767, 48.294, 8.10961
0.28, -0.26, 0.94, 0.2, 8.42, 86.34, 1.01469, 86.7498, 1.45367, 46.4667, 19.9484
0.4, -0.25, 0.73, 11.41, -73.78, 55.95, 0.869138, 93.2957, 1.449, 47.4377, 43.1136
0.61, -0.41, 0.88, 22.29, -19.01, 34.32, 1.14656, 45.123, 1.473, 46.9887, 28.3576
0.25, -0.4, 0.35, 1.16, 25.27, -2.86, 0.587367, 25.4578, 1.452, 45.2793, 69.5127
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.44333, 45.018, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.44033, 45.6773, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.45833, 45.515, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.46433, 45.5957, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.458, 45.122, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.45167, 44.839, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.454, 44.3883, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.45133, 44.4807, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.45867, 44.166, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.45367, 44.6817, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.457, 44.154, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.451, 44.2357, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.45067, 44.1327, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.46033, 44.3083, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.45933, 44.6673, 29.5414
0.53, -0.36, 0.81, 32.55, -5.15, 14.01, 1.03276, 35.8093, 1.47233, 45.4633, 35.9041
0.27, -0.19, 1.12, -12.09, 0.6, 26.54, 1.16765, 29.1702, 1.46867, 46.2443, 83.1079
0.62, -0.33, 0.77, 12.08, -39.2, -13.43, 1.04221, 43.1617, 1.48067, 47.7443, 39.6461
0.42, -0.25, 0.8, 0.89, 32.22, -10.07, 0.937497, 33.7687, 1.47967, 47.772, 36.8699
0.45, -0.21, 0.82, 20.39, -10.33, -27.5, 0.958645, 35.7591, 1.466, 48.0793, 34.9152
0.29, -0.15, 0.79, 7.26, 52.15, 30.36, 0.85481, 60.7788, 1.448, 49.4773, 37.8145
0.29, -0.05, 0.83, -14.73, -22.71, 7.43, 0.880625, 28.0699, 1.43867, 49.2657, 33.9013
0.52, -0.32, 0.85, -3.21, -29.82, 12.72, 1.04657, 32.5781, 1.452, 48.8213, 31.7883
0.47, -0.31, 0.81, 1.05, 0.6, 15.85, 0.986458, 15.8961, 1.44967, 47.4817, 35.9041
0.5, -0.33, 0.82, 32.71, 3.81, 12.25, 1.01553, 35.1358, 1.469, 44.5083, 34.9152
0.26, -0.18, 0.95, 16.94, 13.37, 27.4, 1.00125, 34.8781, 1.45667, 40.724, 18.1949
0.41, -0.14, 0.78, -12.36, -0.27, 1.004, 0.892244, 12.4036, 1.45167, 38.0131, 38.7394
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.44633, 34.1935, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.43533, 32.9328, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.45333, 32.7705, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.45933, 32.8511, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.453, 32.3775, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.44667, 32.0945, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.449, 31.6438, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.44633, 31.7361, 31.7883
0.3, -0.34, 0.93, -3.1, 3.28, 0.11, 1.03465, 4.51448, 1.45367, 31.4215, 21.5652
0.29, -0.24, 0.79, 12.69, 14.67, 3.56, 0.8751, 19.721, 1.44867, 31.9371, 37.8145
0.27, -0.2, 0.93, 2.78, -4.46, -3.29, 0.988838, 6.20033, 1.452, 31.4095, 21.5652
0.24, -0.21, 0.94, -4.02, 2.07, -2.85, 0.992623, 5.34489, 1.446, 31.4911, 19.9484
0.31, -0.22, 0.78, -21, -2.03, -4.8, 0.867698, 21.637, 1.44567, 31.3881, 38.7394
0.29, -0.42, 0.98, 0.81, 13.67, -1.32, 1.10494, 13.7574, 1.45533, 31.5638, 11.4783
0.28, -0.21, 0.87, -3.04, 11.73, -4.94, 0.937763, 13.0858, 1.45433, 31.9228, 29.5414
0.63, -0.32, 0.62, 23.25, -18.83, 12.14, 0.940053, 32.2879, 1.463, 32.8025, 51.6839
0.2, -0.18, 1.07, -6.37, 25.62, 57.16, 1.10331, 62.9621, 1.455, 35.2475, 85.986
0.46, -0.27, 0.85, 4.68, -59.55, 0.35, 1.00349, 59.7346, 1.46233, 36.7431, 31.7883
0.57, -0.33, 0.8, 35.76, -0.57, 12.12, 1.03624, 37.7624, 1.46233, 36.6345, 36.8699
0.27, -0.22, 0.95, 21.78, 26.56, 46.7, 1.01183, 57.9715, 1.45767, 38.4948, 18.1949
0.47, -0.24, 0.8, 43.09, -41.12, 29.29, 0.958384, 66.374, 1.45067, 40.1211, 36.8699
0.5, -0.15, 0.95, 32.18, -30.97, 39.18, 1.08397, 59.4118, 1.455, 42.0928, 18.1949
0.49, -0.09, 0.65, 6.31, -6.4, 35.77, 0.818963, 36.8818, 1.44667, 41.7681, 49.4584
0.56, -0.24, 0.89, 9.8, -53.77, 41.92, 1.07856, 68.8806, 1.462, 42.2921, 27.1268
0.49, -0.28, 0.8, 5.68, 12.63, 33.26, 0.97903, 36.0279, 1.47533, 42.5155, 36.8699
0.62, -0.25, 0.85, 1.56, -25.57, 20.42, 1.08139, 32.7603, 1.47633, 42.5755, 31.7883
0.47, -0.22, 0.72, 11.5, 42.76, 23.77, 0.887525, 50.2561, 1.47033, 44.5931, 43.9455
0.46, -0.23, 0.72, -20.89, -14.79, -5.58, 0.884816, 26.1968, 1.46233, 44.3428, 43.9455
0.2, -0.19, 0.83, -9.67, 10.49, 6.39, 0.874643, 15.6327, 1.45667, 43.3041, 33.9013
0.26, -0.35, 0.96, 25.44, -9.99, -2.37, 1.05437, 27.4337, 1.46467, 44.1097, 16.2602
0.28, -0.27, 0.99, 9.28, -7.82, 7.32, 1.06367, 14.1723, 1.47533, 44.0387, 8.10961
0.34, -0.19, 0.87, 13.67, -10.7, -4.6, 0.953205, 17.9588, 1.46967, 43.7443, 29.5414
0.27, -0.22, 0.89, 5.36, 10.15, 8.08, 0.95572, 14.037, 1.46433, 43.7167, 27.1268
0.25, -0.23, 0.87, 1.37, 4.91, 9.65, 0.93397, 10.9136, 1.46267, 43.282, 29.5414
0.26, -0.24, 0.97, -2.93, -9.13, 3.39, 1.03252, 10.1702, 1.46567, 43.0107, 14.0699
0.29, -0.16, 0.85, -17.72, 0.77, 7.87, 0.91225, 19.4043, 1.464, 43.3583, 31.7883
