@relation .\sit1.out.txt

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.02, 0.57, 0.81, 1.21, 0.13, 0.3, 0.990656, 1.2534, 1.419, 4.659, 35.9041
0.01, 0.56, 0.83, 1.11, 0.14, 0.68, 1.0013, 1.30924, 1.418, 4.49867, 33.9013
0.02, 0.57, 0.82, 0.4, 0.24, 0.62, 0.998849, 0.775887, 1.41867, 4.19, 34.9152
0.02, 0.57, 0.81, 0.32, 0.14, 0.56, 0.990656, 0.66, 1.41767, 3.90467, 35.9041
0.01, 0.58, 0.83, 0.66, 2.48, 0.56, 1.01262, 2.62671, 1.41767, 3.54233, 33.9013
0.03, 0.57, 0.82, 0.43, 1.19, 0.25, 0.9991, 1.28977, 1.41833, 3.056, 34.9152
0.03, 0.57, 0.82, 0.87, 2.68, 0.85, 0.9991, 2.94309, 1.418, 2.97167, 34.9152
-0, 58, 0.81, 0.35, 5.88, 0.99, 58.0057, 5.97302, 3.332, 3.11667, 35.9041
0.04, 0.58, 0.82, 2.62, 4.24, 0.55, 1.00519, 5.01443, 3.33267, 3.123, 34.9152
0.04, 0.56, 0.83, 1.31, 0.23, 0.86, 1.00205, 1.58386, 3.33233, 2.956, 33.9013
0.05, 0.57, 0.8, 0.09, 0.89, 0.86, 0.983565, 1.24089, 3.332, 2.93733, 36.8699
0.03, 0.59, 0.83, 0.34, 3.61, 1.23, 1.01877, 3.82892, 3.333, 3.04867, 33.9013
0.01, 0.58, 0.82, 0.03, 1.1, 0.8, 1.00444, 1.36048, 3.33167, 2.94033, 34.9152
0.01, 0.56, 0.82, 1.91, 0.46, 0.75, 0.993026, 2.1029, 3.331, 2.98, 34.9152
0.03, 0.58, 0.83, 1.95, 3.81, 0.52, 1.01302, 4.3115, 3.33267, 3.08533, 33.9013
0.03, 0.57, 0.82, 0.21, 0.63, 0.02, 0.9991, 0.664379, 3.332, 2.90467, 34.9152
0.03, 0.58, 0.82, 2.22, 0.41, 0.83, 1.00484, 2.40529, 3.33233, 2.99133, 34.9152
0.03, 0.56, 0.82, 1.45, 0.2, 0.99, 0.993428, 1.76709, 3.33167, 2.964, 34.9152
0.02, 0.58, 0.82, 0.24, 2.76, 0.59, 1.00459, 2.83254, 3.332, 2.99567, 34.9152
0.02, 0.6, 0.81, 2.54, 0.48, 0.8, 1.00822, 2.70592, 3.33233, 3.00333, 35.9041
0.01, 0.57, 0.84, 3.01, 0.28, 0.69, 1.01518, 3.10074, 3.332, 3.00867, 32.8599
0.01, 0.56, 0.82, 1.27, 0.7, 0.56, 0.993026, 1.55451, 3.331, 2.96033, 34.9152
0.03, 0.57, 0.83, 0.13, 0, 0.59, 1.00732, 0.604152, 3.33233, 2.9, 33.9013
-0.02, 0.58, 0.83, 2.08, 5.71, 9.77, 1.01277, 11.5058, 3.33233, 3.43833, 33.9013
0.04, 0.58, 0.83, 2.75, 14.63, 7.78, 1.01336, 16.7967, 3.334, 4.20467, 33.9013
0.08, 0.55, 0.8, 7.77, 18.56, 0.28, 0.974115, 20.1227, 3.33367, 4.956, 36.8699
0.07, 0.56, 0.82, 3.01, 11.73, 0.88, 0.99544, 12.142, 3.33467, 5.42767, 34.9152
0.09, 0.56, 0.83, 4.27, 22.85, 0.48, 1.00529, 23.2505, 3.337, 6.30067, 33.9013
0.09, 0.56, 0.83, 5.1, 22.09, 0.61, 1.00529, 22.6793, 3.33833, 7.14433, 33.9013
0.12, 0.54, 0.83, 2.45, 25.82, 2.46, 0.997447, 26.0524, 3.34067, 8.12933, 33.9013
0.14, 0.52, 0.85, 5.21, 28.92, 12.05, 1.00623, 31.7602, 3.34433, 9.614, 31.7883
0.18, 0.54, 0.83, 0.19, 28.05, 13.24, 1.00643, 31.0183, 3.34933, 10.9323, 33.9013
0.22, 0.56, 0.84, 0.58, 3.15, 8.86, 1.03325, 9.42117, 3.35633, 11.31, 32.8599
0.15, 0.56, 0.84, 0.3, 0.01, 3.66, 1.02064, 3.67229, 3.36133, 11.4083, 32.8599
0.15, 0.54, 0.83, 1.29, 0.63, 1.97, 1.0015, 2.4376, 3.36467, 11.4147, 33.9013
0.14, 0.588, 0.99, 0, 0, 0, 1.15993, 0, 3.3746, 11.3523, 8.10961
0.04, 0.58, 0.82, 2.62, 4.24, 0.55, 1.00519, 5.01443, 3.37527, 11.4527, 34.9152
0.04, 0.56, 0.83, 1.31, 0.23, 0.86, 1.00205, 1.58386, 1.4626, 11.292, 33.9013
0.05, 0.57, 0.8, 0.09, 0.89, 0.86, 0.983565, 1.24089, 1.46193, 11.1063, 36.8699
0.03, 0.59, 0.83, 0.34, 3.61, 1.23, 1.01877, 3.82892, 1.4626, 11.199, 33.9013
0.01, 0.58, 0.82, 0.03, 1.1, 0.8, 1.00444, 1.36048, 1.46227, 11.202, 34.9152
0.01, 0.56, 0.82, 1.91, 0.46, 0.75, 0.993026, 2.1029, 1.46027, 11.1333, 34.9152
0.03, 0.58, 0.83, 1.95, 3.81, 0.52, 1.01302, 4.3115, 1.46127, 11.2783, 33.9013
0.03, 0.57, 0.82, 0.21, 0.63, 0.02, 0.9991, 0.664379, 1.46227, 11.203, 34.9152
0.03, 0.58, 0.82, 2.22, 0.41, 0.83, 1.00484, 2.40529, 1.46193, 11.109, 34.9152
0.03, 0.56, 0.82, 1.45, 0.2, 0.99, 0.993428, 1.76709, 1.4616, 11.1683, 34.9152
0.02, 0.58, 0.82, 0.24, 2.76, 0.59, 1.00459, 2.83254, 1.46127, 11.1727, 34.9152
0.02, 0.6, 0.81, 2.54, 0.48, 0.8, 1.00822, 2.70592, 1.46193, 11.212, 35.9041
0.01, 0.57, 0.84, 3.01, 0.28, 0.69, 1.01518, 3.10074, 1.46193, 11.225, 32.8599
0.01, 0.56, 0.82, 1.27, 0.7, 0.56, 0.993026, 1.55451, 1.4606, 11.182, 34.9152
0.03, 0.57, 0.83, 0.13, 4, 0.83, 1.00732, 4.08727, 1.46093, 11.2147, 33.9013
0.15, 0.53, 0.84, 0.24, 2.5, 8.9, 1.00449, 9.24757, 1.46527, 11.5183, 32.8599
0.17, 0.55, 0.81, 0.48, 0.85, 10.67, 0.99373, 10.7146, 1.4686, 11.8943, 35.9041
0.13, 0.55, 0.85, 0.16, 0.13, 10.83, 1.02074, 10.832, 1.47193, 11.6797, 31.7883
0.13, 0.59, 0.83, 0.28, 0.51, 7.91, 1.0266, 7.93137, 1.47527, 11.131, 33.9013
0.1, 0.59, 0.81, 2.16, 0.27, 1.49, 1.00707, 2.63792, 1.4776, 10.3747, 35.9041
0.08, 0.55, 0.82, 3.21, 0.44, 0.59, 0.990606, 3.2933, 1.4776, 9.99533, 34.9152
0.11, 0.55, 0.85, 0.11, 2.24, 0.35, 1.01838, 2.26985, 1.4786, 9.16533, 31.7883
0.11, 0.58, 0.81, 0.89, 0.14, 0.16, 1.0023, 0.915041, 1.47927, 8.27833, 35.9041
0.09, 0.56, 0.84, 1.25, 0.92, 0.15, 1.01356, 1.55929, 1.47927, 7.33133, 32.8599
0.11, 0.54, 0.84, 1.46, 2.9, 0.83, 1.00464, 3.35119, 1.4786, 5.965, 32.8599
0.11, 0.55, 0.85, 0.25, 3.16, 0.05, 1.01838, 3.17027, 1.47727, 4.69767, 31.7883
0.13, 0.55, 0.83, 0.17, 0.56, 0.75, 1.00414, 0.951315, 1.4736, 4.32733, 33.9013
0.12, 0.83, 1.29, 0.63, 1.97, 0, 1.53864, 2.06828, 1.4966, 4.28167, 0

