@relation .\sit2.out.txt

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.52, 0.11, 0.87, 0.34, 0.84, 0.98, 1.01951, 1.33477, 1.51167, 1.34933, 29.5414
0.52, 0.11, 0.87, 0.7, 0.34, 0, 1.01951, 0.778203, 1.51133, 1.34233, 29.5414
0.53, 0.12, 0.87, 0.01, 0.27, 0.82, 1.02577, 0.863366, 1.511, 1.33433, 29.5414
0.53, 0.11, 0, 0, 0, 0, 0.541295, 0, 1.48167, 1.30133, 90
0.53, 0.11, 0.86, 0.2, 0.21, 0.53, 1.01617, 0.604152, 1.481, 1.29333, 30.6834
0.53, 0.12, 0.87, 0.31, 0.14, 0.37, 1.02577, 0.502593, 1.48133, 1.274, 29.5414
0.52, 0.12, 0.87, 0.92, 0.05, 0.63, 1.02064, 1.11615, 1.48133, 1.29367, 29.5414
0.53, 0.12, 0.87, 0.09, 0.66, 0.89, 1.02577, 1.11167, 1.48167, 1.31167, 29.5414
0.53, 0.11, 0.86, 0.33, 0.58, 0.72, 1.01617, 0.981682, 1.48133, 1.31633, 30.6834
0.52, 0.12, 0.87, 0.31, 0.52, 0.65, 1.02064, 0.888257, 1.481, 1.313, 29.5414
0.53, 0.11, 0.86, 0.34, 0.77, 0.56, 1.01617, 1.01099, 1.48067, 1.329, 30.6834
0.52, 0.11, 0.87, 0.08, 0.23, 0.5, 1.01951, 0.556147, 1.48033, 1.29433, 29.5414
0.52, 0.11, 0.87, 0.47, 0.66, 0.89, 1.01951, 1.20358, 1.48033, 1.32567, 29.5414
0.53, 0.11, 0.86, 0.53, 0.98, 0.51, 1.01617, 1.22532, 1.48033, 1.34533, 30.6834
0.52, 0.11, 0.87, 0.37, 0.27, 0.81, 1.01951, 0.930537, 1.47967, 1.32533, 29.5414
0.53, 0.11, 0.87, 0.38, 0.31, 0.27, 1.02465, 0.559821, 1.47967, 1.332, 29.5414
0.52, 0.11, 0.88, 0.32, 0.91, 0.44, 1.02806, 1.06024, 1.47933, 1.326, 28.3576
0.52, 0.11, 0.87, 0.3, 0.5, 0.66, 1.01951, 0.880682, 1.47933, 1.33167, 29.5414
0.53, 0.11, 0.87, 0.02, 0.41, 0.78, 1.02465, 0.881419, 1.479, 1.32267, 29.5414
0.53, 0.11, 0.87, 0.13, 0.16, 0.01, 1.02465, 0.206398, 1.479, 1.29033, 29.5414
0.53, 0.12, 0.87, 0.47, 0.99, 0.19, 1.02577, 1.11225, 1.479, 1.29567, 29.5414
0.52, 0.11, 0.87, 0.12, 0.21, 0.59, 1.01951, 0.637652, 1.47833, 1.30667, 29.5414
0.52, 0.12, 0.86, 0.29, 0.81, 0.03, 1.01213, 0.860872, 1.47833, 1.30567, 30.6834
0.53, 0.11, 0.87, 0.19, 0.23, 0.12, 1.02465, 0.321559, 1.478, 1.28533, 29.5414
0.53, 0.11, 0.87, 0.32, 0.55, 0.3, 1.02465, 0.703491, 1.47833, 1.301, 29.5414
0.52, 0.12, 0.87, 0.56, 0.91, 0, 1.02064, 1.0685, 1.47833, 1.30667, 29.5414
0.52, 0.12, 0.87, 0.44, 0.15, 0.07, 1.02064, 0.470106, 1.47833, 1.26567, 29.5414
0.52, 0.11, 0.87, 0.17, 0.65, 0.52, 1.01951, 0.849588, 1.47767, 1.273, 29.5414
0.52, 0.12, 0.87, 0.36, 0.02, 0.72, 1.02064, 0.805233, 1.47767, 1.26067, 29.5414
0.52, 0.11, 0.87, 0.07, 0.76, 0.64, 1.01951, 0.996042, 1.47767, 1.24767, 29.5414
0.52, 0.12, 0.87, 0.16, 0.01, 0.5, 1.02064, 0.525071, 1.478, 1.198, 29.5414
0.52, 0.11, 0.87, 0.37, 0.86, 0.82, 1.01951, 1.24455, 1.478, 1.23167, 29.5414
0.53, 0.12, 0.87, 0.16, 0.79, 0.34, 1.02577, 0.874814, 1.478, 1.238, 29.5414
0.52, 0.11, 0.87, 0.21, 0.11, 0.43, 1.01951, 0.491019, 1.50667, 1.263, 29.5414
0.53, 0.12, 0.87, 0.34, 0.04, 0.18, 1.02577, 0.386782, 1.50733, 1.25033, 29.5414
0.53, 0.12, 0.87, 0.72, 0.14, 0.82, 1.02577, 1.10018, 1.50733, 1.279, 29.5414
0.52, 0.12, 0.87, 0.08, 0.99, 0.6, 1.02064, 1.16039, 1.50733, 1.28133, 29.5414
0.52, 0.12, 0.86, 0.27, 0.01, 0.75, 1.01213, 0.797183, 1.50667, 1.261, 30.6834
0.52, 0.12, 0.87, 0.31, 0.05, 0.14, 1.02064, 0.343802, 1.507, 1.22333, 29.5414
0.53, 0.11, 0.86, 0.13, 0.56, 0.47, 1.01617, 0.742563, 1.50667, 1.21267, 30.6834
0.53, 0.12, 0.86, 0.14, 0.57, 0.92, 1.0173, 1.09128, 1.507, 1.21133, 30.6834
0.52, 0.11, 0.87, 0.08, 0.5, 0.66, 1.01951, 0.831865, 1.507, 1.22567, 29.5414
0.52, 0.12, 0.87, 0.11, 0.19, 0.92, 1.02064, 0.945833, 1.50733, 1.199, 29.5414
0.52, 0.12, 0.87, 0.05, 0.46, 0.27, 1.02064, 0.535724, 1.50767, 1.15767, 29.5414
0.52, 0.11, 0.86, 0.52, 0.44, 0.13, 1.01099, 0.69347, 1.50733, 1.14567, 30.6834
0.52, 0.11, 0.87, 0.03, 0.82, 0.93, 1.01951, 1.24024, 1.507, 1.173, 29.5414
0.53, 0.11, 0.87, 0.01, 0.03, 0.04, 1.02465, 0.0509902, 1.507, 1.12, 29.5414
0.52, 0.11, 0.86, 0.02, 0.14, 0.16, 1.01099, 0.213542, 1.50667, 1.082, 30.6834
0.52, 0.11, 0.87, 0.1, 0.34, 0.76, 1.01951, 0.83857, 1.50633, 1.08167, 29.5414
0.53, 0.11, 0.87, 0.85, 0.96, 0.21, 1.02465, 1.29931, 1.50633, 1.139, 29.5414
0.52, 0.11, 0.87, 0.35, 0, 0.68, 1.01951, 0.764788, 1.50567, 1.11833, 29.5414
0.52, 0.11, 0.87, 0.08, 0.37, 0.43, 1.01951, 0.572887, 1.50567, 1.117, 29.5414
0.53, 0.11, 0.86, 0.27, 0.79, 0.98, 1.01617, 1.2874, 1.50567, 1.14733, 30.6834
0.52, 0.11, 0.88, 0.18, 0.19, 0.4, 1.02806, 0.478017, 1.50567, 1.155, 28.3576
0.53, 0.12, 0.88, 0.96, 0.18, 0.43, 1.03426, 1.06719, 1.50633, 1.16833, 28.3576
0.52, 0.11, 0.88, 0.89, 0.7, 0.02, 1.02806, 1.13248, 1.50633, 1.173, 28.3576
0.53, 0.11, 0.86, 0.29, 0.85, 0.98, 1.01617, 1.32929, 1.506, 1.22167, 30.6834
0.52, 0.11, 0.87, 0.44, 0.24, 0.98, 1.01951, 1.10073, 1.506, 1.23233, 29.5414
0.52, 0.12, 0.86, 0.61, 0.03, 0.63, 1.01213, 0.877439, 1.50567, 1.238, 30.6834
0.52, 0.11, 0.87, 0.61, 0.99, 0.83, 1.01951, 1.42867, 1.50567, 1.27, 29.5414
0.53, 0.12, 0.87, 0.68, 1.08, 0.87, 1.02577, 1.54457, 1.506, 1.33533, 29.5414
0.53, 0.11, 0.87, 0.15, 0.17, 0.34, 1.02465, 0.408656, 1.50633, 1.289, 29.5414
0.54, 0.12, 0.87, 0.19, 0.01, 0.79, 1.03097, 0.812588, 1.50667, 1.279, 29.5414
0.52, 0.11, 0.87, 0.05, 0.98, 0.4, 1.01951, 1.05967, 1.50667, 1.30167, 29.5414
0.52, 0.12, 0.87, 0.14, 0.2, 0.42, 1.02064, 0.485798, 1.50633, 1.30833, 29.5414
0.53, 0.12, 0.87, 0.37, 0.13, 0.21, 1.02577, 0.44486, 1.50633, 1.276, 29.5414
0.53, 0.12, 0.87, 0.13, 0.03, 0.43, 1.02577, 0.450222, 1.50667, 1.24, 29.5414
0.53, 0.12, 0.87, 0.3, 0.79, 0.35, 1.02577, 0.914658, 1.50733, 1.25367, 29.5414
0.52, 0.11, 0.87, 0.09, 0.82, 0.7, 1.01951, 1.0819, 1.507, 1.29067, 29.5414
0.53, 0.12, 0.86, 0.41, 0.74, 0.32, 1.0173, 0.904489, 1.50733, 1.301, 30.6834
0.52, 0.11, 0.87, 0, 0, 0, 1.01951, 0, 1.507, 1.24667, 29.5414
0.52, 0.11, 0.87, 0.72, 0.51, 0.72, 1.01951, 1.13882, 1.507, 1.27033, 29.5414
0.53, 0.12, 0.87, 0.66, 0.04, 0.84, 1.02577, 1.06902, 1.50733, 1.281, 29.5414
0.53, 0.12, 0.87, 0.89, 0.09, 0.88, 1.02577, 1.25483, 1.50767, 1.317, 29.5414
0.53, 0.11, 0.86, 0.82, 0.1, 0, 1.01617, 0.826075, 1.508, 1.31133, 30.6834
0.52, 0.12, 0.87, 0.51, 0.88, 0.17, 1.02064, 1.03121, 1.50833, 1.304, 29.5414
0.53, 0.12, 0.87, 0.12, 0.97, 0.66, 1.02577, 1.17936, 1.50867, 1.35967, 29.5414
0.53, 0.13, 0.87, 0.8, 0.6, 0.69, 1.02699, 1.21495, 1.51, 1.41867, 29.5414
0.53, 0.12, 0.87, 0.21, 0.37, 0.72, 1.02577, 0.836301, 1.51067, 1.422, 29.5414
0.53, 0.12, 0.86, 0.47, 0.62, 0.56, 1.0173, 0.958593, 1.51067, 1.40967, 30.6834
0.52, 0.12, 0.86, 0.56, 0.71, 0.69, 1.01213, 1.13745, 1.51067, 1.44067, 30.6834
0.52, 0.13, 0.86, 0.69, 0.67, 0.4, 1.01336, 1.04163, 1.511, 1.47, 30.6834
0.53, 0.12, 0.87, 1.56, 0.85, 1.11, 1.02577, 2.0948, 1.51167, 1.51933, 29.5414
0.54, 0.12, 0.87, 1.27, 0.45, 0.25, 1.03097, 1.37036, 1.51233, 1.55933, 29.5414
0.53, 0.12, 0.86, 1.72, 0.49, 0.64, 1.0173, 1.8995, 1.51167, 1.602, 30.6834
0.51, 0.12, 0.87, 1.34, 0.49, 0.49, 1.01558, 1.50858, 1.51133, 1.62567, 29.5414
0.52, 0.11, 0.87, 0.05, 0.46, 0.6, 1.01951, 0.757694, 1.51133, 1.592, 29.5414
0.52, 0.11, 0.87, 0.22, 0.17, 0.3, 1.01951, 0.409023, 1.51133, 1.55967, 29.5414
0.53, 0.12, 0.87, 0.52, 0.66, 0.72, 1.02577, 1.10653, 1.512, 1.58067, 29.5414
0.52, 0.11, 0.86, 0.37, 0.87, 0.9, 1.01099, 1.3053, 1.51167, 1.571, 30.6834
0.52, 0.12, 0.88, 0.05, 0.66, 0.63, 1.02917, 0.913783, 1.51167, 1.528, 28.3576
0.52, 0.12, 0.88, 0.98, 0.05, 0.02, 1.02917, 0.981478, 1.512, 1.541, 28.3576
0.52, 0.11, 0.87, 0.86, 0.72, 0.02, 1.01951, 1.12178, 1.511, 1.56133, 29.5414
0.53, 0.12, 0.85, 0.43, 0.24, 0.37, 1.00886, 0.615955, 1.511, 1.54833, 31.7883
0.51, 0.13, 0.87, 0.78, 0.72, 0.11, 1.01681, 1.06719, 1.511, 1.57667, 29.5414
0.53, 0.12, 0.87, 0.23, 1.38, 0.09, 1.02577, 1.40193, 1.511, 1.60967, 29.5414
0.53, 0.12, 0.87, 0.53, 0.46, 0.67, 1.02577, 0.970258, 1.511, 1.64533, 29.5414
0.53, 0.11, 0.86, 0.92, 0.99, 0.21, 1.01617, 1.3677, 1.51033, 1.668, 30.6834
0.51, 0.12, 0.87, 0.7, 0.82, 0.19, 1.01558, 1.09476, 1.51033, 1.67133, 29.5414
0.51, 0.13, 0.87, 0.37, 0.43, 0.66, 1.01681, 0.870287, 1.51033, 1.671, 29.5414
0.54, 0.11, 0.87, 0.25, 1.9, 0.69, 1.02985, 2.03681, 1.511, 1.76567, 29.5414
0.53, 0.1, 0.9, 0.33, 1.88, 0.87, 1.04924, 2.09767, 1.512, 1.80333, 25.8419
0.55, 0.14, 0.85, 1.17, 0.2, 0.32, 1.02206, 1.22935, 1.51267, 1.80833, 31.7883
0.51, 0.1, 0.8, 0, 0, 0, 0.953992, 0, 1.509, 1.74633, 36.8699
0.53, 0.11, 0.85, 0.11, 0.6, 0.79, 1.00772, 0.998098, 1.50867, 1.76567, 31.7883
0.54, 0.11, 0.87, 0.1, 0.66, 0.24, 1.02985, 0.709366, 1.509, 1.747, 29.5414
0.53, 0.11, 0.87, 0.08, 0.65, 0.6, 1.02465, 0.8882, 1.50867, 1.733, 29.5414
0.52, 0.11, 0.87, 0.25, 0.24, 0.53, 1.01951, 0.633246, 1.50767, 1.69733, 29.5414
0.51, 0.14, 0.87, 1.38, 0.93, 0.98, 1.01814, 1.93124, 1.50767, 1.76367, 29.5414
0.54, 0.11, 0.87, 0.27, 0.2, 0.15, 1.02985, 0.367967, 1.508, 1.72933, 29.5414
0.53, 0.12, 0.88, 0.95, 0.46, 0.55, 1.03426, 1.19021, 1.509, 1.72933, 28.3576
0.54, 0.12, 0.86, 1.43, 0.82, 0.31, 1.02255, 1.67732, 1.50933, 1.756, 30.6834
0.52, 0.12, 0.87, 0.33, 0.01, 0.72, 1.02064, 0.792086, 1.509, 1.674, 29.5414
0.51, 0.13, 0.86, 2.9, 0.04, 0.29, 1.00827, 2.91474, 1.508, 1.716, 30.6834
0.54, 0.13, 0.89, 0.42, 0.27, 0.42, 1.04909, 0.652457, 1.50967, 1.658, 27.1268
0.53, 0.11, 0.87, 0.34, 0.46, 0.67, 1.02465, 0.880965, 1.51, 1.62967, 29.5414
0.52, 0.11, 0.85, 0.05, 0.97, 0.1, 1.0025, 0.976422, 1.50933, 1.63, 31.7883
0.51, 0.12, 0.87, 0.05, 0.63, 0.85, 1.01558, 1.0592, 1.50933, 1.658, 29.5414
0.53, 0.13, 0.88, 0.4, 1.69, 0.37, 1.03547, 1.77567, 1.51, 1.67667, 28.3576
0.53, 0.12, 0.86, 1.16, 0.59, 0.29, 1.0173, 1.33334, 1.51067, 1.67333, 30.6834
0.52, 0.1, 0.86, 1.01, 0.36, 0.94, 1.00995, 1.42594, 1.50933, 1.70567, 30.6834
0.51, 0.12, 0.88, 0.41, 0.8, 0.74, 1.02416, 1.16435, 1.509, 1.73567, 28.3576
0.52, 0.11, 0.88, 0.66, 0.15, 1.58, 1.02806, 1.71887, 1.50933, 1.762, 28.3576
0.51, 0.11, 0.85, 2.91, 0.11, 0.6, 0.997346, 2.97325, 1.50833, 1.848, 31.7883
0.52, 0.15, 0.88, 1.8, 0.72, 1.32, 1.0331, 2.34538, 1.50967, 1.92233, 28.3576
0.53, 0.09, 0.88, 1.91, 0.86, 2.24, 1.03121, 3.06681, 1.509, 2.03267, 28.3576
0.52, 0.1, 0.86, 3.62, 0.54, 2.53, 1.00995, 4.44937, 1.50767, 2.20033, 30.6834
0.51, 0.11, 0.87, 0.31, 0.4, 3.4, 1.01445, 3.43746, 1.50733, 2.26667, 29.5414
0.52, 0.11, 0.88, 3.04, 0.2, 4.2, 1.02806, 5.1886, 1.50767, 2.45767, 28.3576
0.5, 0.12, 0.89, 0.31, 2.49, 2.78, 1.02786, 3.74494, 1.50767, 2.595, 27.1268
0.52, 0.11, 0.88, 2.13, 0.4, 0.69, 1.02806, 2.27442, 1.50733, 2.60767, 28.3576
0.52, 0.1, 0.86, 0.66, 0.04, 0.75, 1.00995, 0.99985, 1.50567, 2.55333, 30.6834
0.5, 0.12, 0.88, 2.37, 0.97, 0.39, 1.01922, 2.59035, 1.50433, 2.62133, 28.3576
0.52, 0.11, 0.87, 0.06, 1.4, 0.3, 1.01951, 1.43304, 1.50733, 2.68, 29.5414
0.53, 0.1, 0.85, 0.6, 0.82, 0.01, 1.00668, 1.01612, 1.507, 2.67767, 31.7883
0.51, 0.09, 0.88, 0, 0.37, 2.17, 1.02108, 2.20132, 1.50567, 2.729, 28.3576
0.51, 0.13, 0, 0, 0, 0, 0.526308, 0, 1.47667, 2.68467, 90
